第0类的股票有以下：
002791,坚朗五金
600917,重庆燃气
600050,中国联通
600562,国睿科技
002779,中坚科技
600965,福成股份
002675,东诚药业
600343,航天动力
600749,*ST藏旅
002526,山东矿机
002792,通宇通讯
300213,佳讯飞鸿
002318,久立特材
600612,老凤祥
300499,高澜股份
002608,江苏国信
600385,山东金泰
601339,百隆东方
002118,紫鑫药业
000042,中洲控股
600391,航发科技
300013,新宁物流
600198,*ST大唐
000738,航发控制
002025,航天电器
600681,百川能源
002186,全 聚 德
002867,周大生
300242,佳云科技
600636,三爱富
300190,维尔利
002641,永高股份
002228,合兴包装
002353,杰瑞股份
600816,安信信托
002531,天顺风能
600167,联美控股
002375,亚厦股份
300532,今天国际
600025,华能水电
600601,方正科技
000921,海信科龙
300125,易世达
603678,火炬电子
600236,桂冠电力
600240,华业资本
600593,大连圣亚
000990,诚志股份
600303,曙光股份
601229,上海银行
000656,金科股份
300443,金雷风电
601579,会稽山
600782,新钢股份
600741,华域汽车
601857,中国石油
601899,紫金矿业
300001,特锐德
300232,洲明科技
000516,国际医学
600983,惠而浦
601918,新集能源
603101,汇嘉时代
000881,中广核技
002659,凯文教育
603131,上海沪工
300434,金石东方
002414,高德红外
600083,博信股份
002065,东华软件
600718,东软集团
603773,沃格光电
600176,中国巨石
300058,蓝色光标
002852,道道全
601016,节能风电
601328,交通银行
603368,柳药股份
002132,恒星科技
600242,中昌数据
000705,浙江震元
603197,保隆科技
600039,四川路桥
603533,掌阅科技
002352,顺丰控股
002772,众兴菌业
300244,迪安诊断
600400,红豆股份
603518,维格娜丝
000959,首钢股份
600329,中新药业
000803,*ST金宇
600377,宁沪高速
300214,日科化学
300681,英搏尔
601177,杭齿前进
002296,辉煌科技
000983,西山煤电
300171,东富龙
000688,国城矿业
000403,ST生化
603779,威龙股份
300673,佩蒂股份
第1类的股票有以下：
000920,南方汇通
600243,青海华鼎
300511,雪榕生物
603232,格尔软件
300114,中航电测
002015,霞客环保
300297,蓝盾股份
300364,中文在线
600525,长园集团
000801,四川九洲
002267,陕天然气
300738,奥飞数据
300051,三五互联
300335,迪森股份
002916,深南电路
002474,榕基软件
300045,华力创通
300367,东方网力
600218,全柴动力
000710,贝瑞基因
600271,航天信息
603668,天马科技
600063,皖维高新
600489,中金黄金
300609,汇纳科技
300476,胜宏科技
300608,思特奇
002402,和而泰
600316,洪都航空
300053,欧比特
000032,深桑达Ａ
300075,数字政通
300017,网宿科技
002343,慈文传媒
300354,东华测试
300205,天喻信息
600990,四创电子
002253,川大智胜
600469,风神股份
300478,杭州高新
000988,华工科技
300044,赛为智能
300605,恒锋信息
000519,中兵红箭
300079,数码科技
600570,恒生电子
002443,金洲管道
300149,量子生物
300525,博思软件
603829,洛凯股份
600617,国新能源
002446,盛路通信
002643,万润股份
300498,温氏股份
600582,天地科技
002230,科大讯飞
002197,证通电子
600765,中航重机
601139,深圳燃气
300699,光威复材
600306,商业城
603040,新坐标
601828,美凯龙
002705,新宝股份
300465,高伟达
600879,航天电子
603758,秦安股份
300599,雄塑科技
002095,生 意 宝
600248,延长化建
603196,日播时尚
300516,久之洋
300483,沃施股份
300273,和佳股份
002297,博云新材
002322,理工环科
000811,冰轮环境
601886,江河集团
002465,海格通信
002383,合众思壮
002087,新野纺织
603980,吉华集团
002615,哈尔斯
600298,安琪酵母
002649,博彦科技
300085,银之杰
002246,北化股份
600817,ST宏盛
600661,新南洋
000717,韶钢松山
000030,富奥股份
600104,上汽集团
300529,健帆生物
600461,洪城水业
600256,广汇能源
300030,阳普医疗
600560,金自天正
600410,华胜天成
002063,远光软件
000708,大冶特钢
300438,鹏辉能源
600575,皖江物流
600776,东方通信
603707,健友股份
600131,岷江水电
600323,瀚蓝环境
600706,曲江文旅
000551,创元科技
603878,武进不锈
600398,海澜之家
002222,福晶科技
002484,江海股份
300210,森远股份
002123,梦网集团
600997,开滦股份
300713,英可瑞
600760,中航沈飞
300582,英飞特
000835,长城动漫
300400,劲拓股份
600859,王府井
000932,华菱钢铁
603466,风语筑
601001,大同煤业
002033,丽江旅游
300725,药石科技
601127,小康股份
002358,森源电气
300282,三盛教育
002026,山东威达
600839,四川长虹
300101,振芯科技
300388,国祯环保
603979,金诚信
603958,哈森股份
601088,中国神华
002119,康强电子
002564,天沃科技
002170,芭田股份
603203,快克股份
002144,宏达高科
300043,星辉娱乐
600237,铜峰电子
300199,翰宇药业
000761,本钢板材
300006,莱美药业
000839,中信国安
600797,浙大网新
000826,启迪桑德
603076,乐惠国际
002550,千红制药
002434,万里扬
600891,秋林集团
002156,通富微电
600000,浦发银行
300042,朗科科技
000887,中鼎股份
000925,众合科技
300024,机器人
300417,南华仪器
603968,醋化股份
300342,天银机电
300224,正海磁材
601117,中国化学
300233,金城医药
300642,透景生命
300098,高新兴
002748,世龙实业
000703,恒逸石化
600638,新黄浦
002926,华西证券
300314,戴维医疗
002111,威海广泰
600283,钱江水利
600647,同达创业
第2类的股票有以下：
002554,惠博普
600640,号百控股
002893,华通热力
603727,博迈科
600903,贵州燃气
002289,宇顺电子
603917,合力科技
002028,思源电气
002837,英维克
300107,建新股份
600929,湖南盐业
603689,皖天然气
002879,长缆科技
300696,爱乐达
002927,泰永长征
000968,蓝焰控股
603080,新疆火炬
002232,启明信息
002528,英飞拓
603322,超讯通信
002227,奥 特 迅
300084,海默科技
300034,钢研高纳
300140,中环装备
600855,航天长峰
002767,先锋电子
300711,广哈通信
002473,*ST圣莱
002871,伟隆股份
300534,陇神戎发
300220,金运激光
603007,花王股份
600285,羚锐制药
300707,威唐工业
300559,佳发教育
603578,三星新材
603721,中广天择
603712,七一二
300397,天和防务
300276,三丰智能
002921,联诚精密
300357,我武生物
002715,登云股份
600151,航天机电
300155,安居宝
300589,江龙船艇
603356,华菱精工
300644,南京聚隆
002931,锋龙股份
000862,银星能源
300022,吉峰农机
002796,世嘉科技
300493,润欣科技
002907,华森制药
300552,万集科技
300471,厚普股份
300601,康泰生物
600826,兰生股份
002777,久远银海
603722,阿科力
601116,三江购物
600478,科力远
603025,大豪科技
300462,华铭智能
300230,永利股份
002467,二六三
603536,惠发股份
603619,中曼石油
300249,依米康
300106,西部牧业
300508,维宏股份
300733,西菱动力
603897,长城科技
300292,吴通控股
300368,汇金股份
002888,惠威科技
300546,雄帝科技
002885,京泉华
600053,九鼎投资
000790,泰合健康
000650,仁和药业
002056,横店东磁
600455,博通股份
603729,龙韵股份
603011,合锻智能
300093,金刚玻璃
000595,宝塔实业
603099,长白山
300228,富瑞特装
603086,先达股份
603506,南都物业
603989,艾华集团
601798,*ST蓝科
002895,川恒股份
300697,电工合金
300063,天龙集团
000928,中钢国际
603110,东方材料
300643,万通智控
002828,贝肯能源
000011,深物业A
300581,晨曦航空
300135,宝利国际
603050,科林电气
000860,顺鑫农业
000407,胜利股份
600333,长春燃气
002629,仁智股份
300152,科融环境
300720,海川智能
000661,长春高新
002864,盘龙药业
300157,恒泰艾普
300701,森霸传感
603937,丽岛新材
300076,GQY视讯
600789,鲁抗医药
603859,能科股份
002902,铭普光磁
300204,舒泰神
300100,双林股份
002858,力盛赛车
603916,苏博特
300193,佳士科技
600993,马应龙
300705,九典制药
300452,山河药辅
300551,古鳌科技
603617,君禾股份
300693,盛弘股份
002849,威星智能
603181,皇马科技
002923,润都股份
300736,百华悦邦
300341,麦迪电气
600527,江南高纤
600305,恒顺醋业
603499,翔港科技
603669,灵康药业
603223,恒通股份
002795,永和智控
600435,北方导航
600615,丰华股份
600737,中粮糖业
300254,仟源医药
600725,ST云维
603477,振静股份
